name;Ca;dCa;Co;dCo;Cu;dCu;Fe;dFe;Ni;dNi;Описание;is_solid;id;tags;status_id;is_solution;last_normalized;sample_mass;Sc;dSc;repeat_number;method_number;created_at;priority;series_base;is_series;V (ml);Плотность;Масса твердого (g);pH;Eh;Масса навески (g);Объем р-ра H2SO4 (ml);Масса железных окатышей (g);merge_date;Al;Mg;dZn;merged_from;dMg;dCd;Pb;dSi;Zn;dS;dMn;Si;Mn;dPb;Cd;S;dAl;last_mass_volume_update;mass_volume_source;Разбавление;Ru;mIr;mAl;K;Ag;mSc;mCu;Ir;mPt;mAu;mCl;mFe;Os;mRh;Cl;mCa;Rh;Pd;mNi;mCd;mRu;mK;Mo;mZn;V_aliq (l);last_mass_recalculation;mCo;mMn;Au;mPb;mMo;mOs;mS;mPd;mAg;Pt;mSi;mMg;mEh;C;dC;mC;mass_solid_copied_from_C;last_copy_check;skip_reason;mass_source_for_solid;mass_volume_copy_skipped;;Hg;mHg;volume_calculation_note;mass_calculation_note;Массовая доля CaCO3;Массовая доля Ca(OH)2;Объем суспензии CaCO3;Объем суспензии Ca(OH)2;Pb_MS;Ni_MS;Cu_MS;K_MS;Hg_MS;Co_MS;Rh_MS;Mn_MS;Os_MS;Mo_MS;Zn_MS;Al_MS;Cl_MS;Cd_MS;Ag_MS;Ca_MS;Pd_MS;Au_MS;S_MS;Ru_MS;Fe_MS;Ir_MS;Pt_MS;mPt_MS;mAg_MS;mZn_MS;mFe_MS;mRu_MS;mMo_MS;mRh_MS;mAu_MS;mAl_MS;mCa_MS;mCd_MS;mOs_MS;mPd_MS;mIr_MS;mK_MS;mHg_MS;mMn_MS;mS_MS;mCu_MS;mCl_MS;mCo_MS;mNi_MS;mPb_MS;Mg_AES;Ni_AES;Si_AES;Pb_AES;Fe_AES;Ca_AES;Sc_AES;Al_AES;Zn_AES;S_AES;Co_AES;Cd_AES;Cu_AES;Mn_AES;mMn_AES;mAl_AES;mS_AES;mCd_AES;mSc_AES;mCa_AES;mCo_AES;mSi_AES;mFe_AES;mNi_AES;mPb_AES;mZn_AES;mMg_AES;mCu_AES;flag_rebalance_volume;zero_sample_mass;flag_rebalance_mass;zero_V (ml);Valiq, ml
T2-17B1;0;0;0;0.0268;0;0.1801;0;241.8305;0;0.0681;0;0;953;[];3;0;2026-03-13T14:10:21.935645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1915;0;0;0;0;0;0.0135;0;0.2475;0.0079;0;0.2219;0;0;0.44;0;0;1.7626;0;0;0.5712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.605;2.3903;7.4683;1.3577;1613;100.5;0;32.6667;0.0955;256.3;0.1194;0.0056;1.0327;1.095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
T2-17B2;0;0.1273;0;0.029;0;0.2092;0;279.3072;0;0.0738;0;0;954;[];3;0;2026-03-13T14:10:21.935645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1951;0;0;0;0;0;0.0139;0;0.2051;0.0082;0;0.2651;0;0;0.4877;0;0;1.959;0;0;0.5784;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.555;2.3643;6.2877;1.5028;1763.5;80.2;0;33.5733;0.1041;232.1;0.1221;0.0058;1.0021;1.0649;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
T2-18A1;0;0.2546;0;0.013;0;0.1368;0;150.6137;0;1.4478;0;0;955;[];3;0;2026-03-13T14:10:21.935645;88.95;0;0;0;0;0;0;0;0;74.857;1.188265626;19.7302;0;0;0;0;0;0;0;0;0.0212;0;13.5057;0.0077;0;0.2406;0;0;0.2019;0;0;1.4316;0;0;0.5274;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;123.05;46.7367;12.02;1.0677;1387.5;48.17;0;30.66;0.9148;1021;1.742;0.0054;2.039;6.0003;4.153395659;21.22279068;706.734158;0.003737869;0;33.34317766;1.205808916;8.32021996;960.424725;32.35105027;0.739059805;0.63322273;85.1749639;1.411391722;0;0;0;0;5
T2-18A2;0;0.2051;0;0.0107;0;0.1244;0;120.2082;0;1.1281;0;0;956;[];3;0;2026-03-13T14:10:21.935645;89.6;0;0;0;0;0;0;0;0;74.917;1.195990229;20.5562;0;0;0;0;0;0;0;0;0.0172;0;13.5765;0.0073;0;0.2631;0;0;0.1915;0;0;1.3793;0;0;0.4914;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;117.5;44.5767;12.0667;1.0267;1285;45.865;0;29.1033;0.8749;960.3;1.6667;0.006;1.9413;5.7103;3.942608111;20.09402425;663.0276114;0.004142628;0;31.66693887;1.150753015;8.331308215;887.21283;30.77744759;0.708872695;0.604064206;81.126465;1.340347289;0;0;0;0;5
T2-L18P18F18G1;0;0.2333;0;0.0343;0;0.2345;0;316.0767;0;0.0376;0;0;957;[];3;0;2026-03-13T14:10:21.935645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0023;0;0.3465;0.0093;0;0.2467;0;0;0.5411;0;0;2.2319;0;0;0.0572;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52.805;0.9087;1.559;1.6488;1975.5;52.305;0;0.8351;0.2639;1326;0.1404;0.0066;0.1384;1.9343;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
T2-L18P18F18G2;0;0.2404;0;0.03;0;0.2087;0;294.1564;0;0.0346;0;0;958;[];3;0;2026-03-13T14:10:21.935645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0035;0;0.4879;0.0095;0;0.2104;0;0;0.483;0;0;2.0075;0;0;0.05;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52.015;0.7885;1.4317;1.4814;1824;49.95;0;0.6761;0.1815;1018;0.125;0.0067;0.1215;1.9263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
T2-L18P18F18Z1;0;0.396;0;0.0103;0;0.1019;0;25.5266;0;0.0798;0;0;959;[];3;0;2026-03-13T14:10:21.935645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0006;0;0.0212;0.0038;0;0.0864;0;0;0.2212;0;0;0.9325;0;0;0.0199;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.435;1.972;0.4818;0.6886;785.75;45.02;0;0.2399;0.0973;773.4;0.0881;0.0027;0.0614;0.8156;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
T2-L18P18F18Z2;0;0.3111;0;0.0087;0;0.0823;0;29.4156;0;0.0713;0;0;960;[];3;0;2026-03-13T14:10:21.935645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0013;0;0.0566;0.0042;0;0.0732;0;0;0.1809;0;0;0.7212;0;0;0.0166;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.19;1.79;0.4822;0.535;634.5;41.59;0;0.1003;0.0667;689.5;0.0618;0.003;0.0486;0.7415;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
T2-L15A1;0;0.0106;0;0.0042;0;0.0728;0;21.0718;0;0.7868;0;0;961;[];3;0;2026-03-13T14:10:21.935645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0043;0;0.1605;0.0028;0;0.0171;0;0;0.0474;0;0;0.5899;0;0;0.037;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.8495;34.8067;0.2503;0.4454;491.9;1.5115;0;2.421;0.3644;10400;0.1773;0.0019;0.0433;5.5473;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
T2-L15A2;0;0.0113;0;0.005;0;0.0724;0;19.9404;0;0.6552;0;0;962;[];3;0;2026-03-13T14:10:21.935645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0054;0;0.1541;0.0026;0;0.0172;0;0;0.0516;0;0;0.5784;0;0;0.0373;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.799;34.7367;0.2094;0.4372;486.9;1.438;0;2.4207;0.3636;10370;0.1772;0.0019;0.0425;5.5433;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
T2-L15B1;0;0.024;0;0.0012;0;0.0112;0;1.3789;0;0.0708;0;0;963;[];3;0;2026-03-13T14:10:21.935645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0008;0;0.0601;0.0006;0;0.0883;0;0;0.0034;0;0;0.0689;0;0;0.005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.1265;4.008;4.4517;0.0488;54.255;8.131;0;0.4609;0.0801;1704;0.0171;0.0004;0.0195;0.613;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
T2-L15B2;0;0.0283;0;0.0008;0;0.0089;0;1.3435;0;0.039;0;0;964;[];3;0;2026-03-13T14:10:21.935645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0021;0;0.0636;0.0008;0;0.2468;0;0;0.0017;0;0;0.0515;0;0;0.0033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.315;3.093;15.9767;0.0387;42.04;10.9;0;0.3593;0.1404;1400;0.0133;0.0006;0.0232;0.4788;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
T2-L16A1;0;0.1768;0;0.2895;0;0.9389;0;489.3179;0;0.7579;0;0;965;[];3;0;2026-03-13T14:10:21.935645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0875;0;10.748;0.0564;0;2.0214;0;0;3.0532;0;0;12.7604;0;0;11.5106;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;168.8;36.2133;11.2193;9.477;3592;50.765;0;206.7333;0.9218;10310;1.504;0.0398;5.423;9.5747;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
T2-L16A2;0;0.2475;0;0.2794;0;0.9474;0;509.824;0;0.7428;0;0;966;[];3;0;2026-03-13T14:10:21.935645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0839;0;9.8995;0.0508;0;1.975;0;0;2.9282;0;0;12.4601;0;0;10.8583;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;162.7;35.39;12.9733;9.2394;3564.5;48.605;0;195.5333;0.8692;9962;1.4727;0.0396;5.057;9.0203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
T2-L16B1;0;0.2828;0;0.0027;0;0.0295;0;2.192;0;0.025;0;0;967;[];3;0;2026-03-13T14:10:21.935645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1898;0;0;0;0;0;0.0028;0;0.099;0.0023;0;0.1142;0;0;0.0802;0;0;0.36;0;0;0.1852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;1/2 от T2-16B1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.42;1.419;7.0487;0.3468;287.35;127.4;0;14.95;0.0647;679.1;0.0684;0.0016;0.5034;0.5131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
T2-L16B2;0;0.1414;0;0.0025;0;0.0441;0;7.0711;0;0.038;0;0;968;[];3;0;2026-03-13T14:10:21.935645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1814;0;0;0;0;0;0.0033;0;0.1556;0.0002;0;0.1196;0;0;0.0799;0;0;0.3265;0;0;0.157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;1/2 от T2-16B2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.7;1.3407;6.3383;0.3273;277.6;106.5;0;15.7033;0.0468;652.4;0.0652;0.0024;0.4993;0.5107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
T2-L16E1;0;1.2374;0;0.0015;0;0.048;0;0.0707;0;0.0208;0;0;969;[];3;0;2026-03-13T14:10:21.935645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2052;0;0;0;0;0;0.0035;0;0.1909;0.0005;0;0.1272;0;0;0.0703;0;0;0.3176;0;0;0.2439;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.115;1.4773;7.4858;0.3505;261.35;171.875;0;17.7167;0.0791;709.45;0.0716;0.0027;0.6742;0.5143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
T2-L16E2;0;0.9899;0;0.0013;0;0.0464;0;4.5255;0;0.0219;0;0;970;[];3;0;2026-03-13T14:10:21.935645;8.86;0;0;0;0;0;0;0;0;0;0;12.404;0;0;0.1904;0;0;0;0;0;0.004;0;0.198;0.0003;0;0.1003;0;0;0.0738;0;0;0.3228;0;0;0.241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;2026-02-13T12:35:38.682280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.485;1.3815;5.2228;0.3749;271.9;153.25;0;17.8367;0.0582;706.7;0.0696;0.0026;0.6846;0.55;1.27967437;41.50030515;1644.265231;0.00604937;0;356.563813;0.161936975;12.15178782;632.6244748;3.214309349;0.872272584;0.135412815;31.37528887;1.592845588;0;0;0;0;5
T2-L16G2;0;0.0212;0;0.2574;0;0.9139;0;492.1463;0;0.9318;0;0;971;[];3;0;2026-03-13T14:10:21.935645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0739;0;7.4246;0.0493;0;1.6385;0;0;2.7165;0;0;11.3412;0;0;9.5798;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;151.45;32.7667;1.7578;8.4405;3512;53.625;0;179.5667;0.8274;9488;1.366;0.0391;4.6617;8.3353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
T2-L17A1;0;0.0707;0;0.2857;0;0.9779;0;511.2382;0;0.9811;0;0;972;[];3;0;2026-03-13T14:10:21.935645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0822;0;8.2024;0.0523;0;2.0371;0;0;2.9248;0;0;12.1335;0;0;10.5945;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;162.6;35.2633;10.7417;9.0703;3600.5;59.23;0;195.8667;0.8883;10290;1.485;0.0399;5.635;9.3253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
T2-L17A2;0;0.2616;0;0.2864;0;0.9485;0;488.6108;0;0.9638;0;0;973;[];3;0;2026-03-13T14:10:21.935645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0796;0;8.8388;0.0513;0;2.0185;0;0;2.9331;0;0;11.5041;0;0;10.9982;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;164.35;34.9467;10.778;8.6254;3552.5;59.635;0;201.5;0.8845;10030;1.4807;0.0397;5.824;9.4733;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
T2-L17B1;0;0.2828;0;0.0022;0;0.0303;0;3.6062;0;0.0206;0;0;974;[];3;0;2026-03-13T14:10:21.935645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.185;0;0;0;0;0;0.004;0;0.0636;0.002;0;0.1305;0;0;0.0761;0;0;0.3529;0;0;0.1617;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;1/2 от T2-17B1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.225;1.4213;7.3863;0.3246;281.45;121.7;0;14.9567;0.049;751.5;0.0684;0.0014;0.6043;0.5036;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
T2-L17B2;0;0.4243;0;0.0017;0;0.0428;0;7.1418;0;0.0365;0;0;975;[];3;0;2026-03-13T14:10:21.935645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1901;0;0;0;0;0;0.0033;0;0.099;0.0019;0;0.1161;0;0;0.0752;0;0;0.3249;0;0;0.1345;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;1/2 от T2-17B2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.06;1.456;5.9317;0.3001;271.85;143.1;0;15.12;0.0507;725.1;0.0689;0.0014;0.6643;0.5168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
T2-L18A1;0;0.2333;0;0.2047;0;0.8339;0;544.4722;0;0.9959;0;0;976;[];3;0;2026-03-13T14:10:21.935645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0547;0;8.061;0.04;0;1.5259;0;0;2.2966;0;0;9.3672;0;0;3.4429;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;147.6;35.91;9.2607;6.9764;3514;65.655;0;152.8333;0.8414;9535;1.4667;0.0314;4.2713;8.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
T2-L18A2;0;0.2263;0;0.2114;0;0.8087;0;487.1966;0;0.9569;0;0;977;[];3;0;2026-03-13T14:10:21.935645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0555;0;8.556;0.0408;0;1.4504;0;0;2.309;0;0;9.6862;0;0;3.8197;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150.55;35.67;9.37;7.2109;3486.5;54.19;0;160.9;0.8543;9489;1.474;0.0323;4.6547;8.5553;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
T2-L18P18F18N18A1;0;0.2121;0;0;0;0.0023;0;0.029;0;0.0005;0;0;978;[];3;0;2026-03-13T14:10:21.935645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0006;0;0.0071;0.0004;0;0.0032;0;0;0.0005;0;0;0.0044;0;0;0.0065;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1867;0.0023;0.0254;0.0031;1.9255;110.15;0;0.0185;0.0102;380;0;0.0003;0.0013;0.0056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
